original_image,original_image_id,duplicate_image,hash
chordata_fringillidae/22375392_45518969_eol-full-size-copy.jpg,9544a411-7299-4cd7-b87d-d64a0d0346cc,chordata_fringillidae/2745970_45518969_eol-full-size-copy.jpg,e5a89c6374de138c
arthropoda_formicidae/28918238_620300_eol-full-size-copy.jpg,a5999fd3-5cd2-454d-b508-5a47f3294685,arthropoda_formicidae/14668791_620300_eol-full-size-copy.jpg,f0340f18fb471c3e
arthropoda_formicidae/29669756_468536_eol-full-size-copy.jpg,371f782d-023c-460a-b103-4c9821c7552c,arthropoda_formicidae/14641160_468536_eol-full-size-copy.jpg,f84e83f0ce0bc6d1
chordata_labridae/4847_46571820_eol-full-size-copy.jpg,2f429415-8a82-4a19-b1a9-1f1588c8e475,chordata_labridae/28747438_46571820_eol-full-size-copy.jpg,bf1fd094c46a6472
mollusca_unionidae/2744859_449459_eol-full-size-copy.jpg,a5ddc2a9-2620-4d36-9854-af4ace2edf5c,mollusca_unionidae/21566249_449459_eol-full-size-copy.jpg,9f246ad0d19eca78
arthropoda_triopsidae/8751600_1041309_eol-full-size-copy.jpg,e149dc2f-0515-4076-a8e1-4d87aecf109d,arthropoda_triopsidae/28885392_1041309_eol-full-size-copy.jpg,b08fcf243c3313e5
chordata_trochilidae/3098_45512248_eol-full-size-copy.jpg,da6a11cf-6d31-4762-9e27-11d79076d19d,chordata_trochilidae/28769503_45512248_eol-full-size-copy.jpg,e1709c8fcf637290
chordata_tropiduridae/20803069_791461_eol-full-size-copy.jpg,3a3af0b2-5e00-472c-909a-f3c82d6886da,chordata_tropiduridae/2737876_791461_eol-full-size-copy.jpg,c9adb6963311b9b0
chordata_alligatoridae/2757396_1055872_eol-full-size-copy.jpg,3c6d5de4-9c90-47bb-a660-e4d646d18efe,chordata_alligatoridae/22252291_1055872_eol-full-size-copy.jpg,a295dda6f2c98436
arthropoda_cerambycidae/28764763_354871_eol-full-size-copy.jpg,0d4011f7-524b-41c9-a6e4-e01b33604eba,arthropoda_cerambycidae/6689_354871_eol-full-size-copy.jpg,b2c3cc3c8933db26
mollusca_unionidae/21566251_449459_eol-full-size-copy.jpg,4a452e98-9198-444a-9426-1a9ca63fca95,mollusca_unionidae/2744857_449459_eol-full-size-copy.jpg,eb9e9d7be021c821
chordata_diplodactylidae/2738828_791386_eol-full-size-copy.jpg,c36bb9d1-5746-48d5-bc57-035933926df2,chordata_diplodactylidae/22121762_791386_eol-full-size-copy.jpg,883b664c1bdf161d
chordata_geoemydidae/29538721_793083_eol-full-size-copy.jpg,c3a440c6-4464-4c02-89bf-b12373eb0dc7,chordata_geoemydidae/29538715_793083_eol-full-size-copy.jpg,bb91e04b8da6b991
chordata_trochilidae/28769502_45512248_eol-full-size-copy.jpg,cf38fdd1-092c-4c37-9b72-d1ae640ea250,chordata_trochilidae/3088_45512248_eol-full-size-copy.jpg,e2789595ce6a6331
chordata_fringillidae/22375393_45518969_eol-full-size-copy.jpg,fe7fd37c-26bf-4c84-be08-367a2728700c,chordata_fringillidae/2745976_45518969_eol-full-size-copy.jpg,838bb8382dedc3b1
chordata_hylobatidae/11763_326451_eol-full-size-copy.jpg,6aa92b21-bf5d-4df7-8e3a-79689742c7c7,chordata_hylobatidae/28758083_326451_eol-full-size-copy.jpg,bb1991e44a0f2fc3
chordata_psittacidae/28738846_1177988_eol-full-size-copy.jpg,dabdc4e6-1489-49c6-8686-5ab32111bba9,chordata_psittacidae/3538_1177988_eol-full-size-copy.jpg,e53693994dcc6436
chordata_fringillidae/2745977_45518969_eol-full-size-copy.jpg,5ea48f12-105f-4cf8-a006-67c54fee2f51,chordata_fringillidae/22375397_45518969_eol-full-size-copy.jpg,92c2d1c0e57678be
arthropoda_platystictidae/29911915_132324_eol-full-size-copy.jpg,0c0fd062-386a-4475-bfb6-686436d5c192,arthropoda_platystictidae/29911937_132324_eol-full-size-copy.jpg,fb9187b7b0b70604
arthropoda_formicidae/14647050_889096_eol-full-size-copy.jpg,1c78aa0f-6872-41f3-89f0-d38a2d30fccf,arthropoda_formicidae/29638869_889096_eol-full-size-copy.jpg,b1b539ce6a1ad684
chordata_ursidae/14137129_328076_eol-full-size-copy.jpg,057af910-c996-41f2-a007-e9c3cee9a967,chordata_ursidae/29014752_328076_eol-full-size-copy.jpg,e6b80bc050375a7f
chordata_alligatoridae/2757398_1055872_eol-full-size-copy.jpg,c7c7c782-998f-461d-b6d1-2e57fd9afad9,chordata_alligatoridae/22252284_1055872_eol-full-size-copy.jpg,87d67069969e6c32
chordata_spheniscidae/14091616_45512084_eol-full-size-copy.jpg,bd30abc1-2bbe-4ee9-bed4-d49339be1dfd,chordata_spheniscidae/2703529_45512084_eol-full-size-copy.jpg,eca79d5aea3104a6
chordata_anatidae/28753379_45510548_eol-full-size-copy.jpg,dac5d93f-ccc0-4ec7-8390-01fe0d3b6d7a,chordata_anatidae/15414_45510548_eol-full-size-copy.jpg,ad69c09f3c60c39e
mollusca_unionidae/2744861_449459_eol-full-size-copy.jpg,31e15d79-91ea-4f84-9724-88ebd72357a1,mollusca_unionidae/21566264_449459_eol-full-size-copy.jpg,af1d3d92d285259c
cnidaria_agariciidae/21699225_45276518_eol-full-size-copy.jpg,6c5192e4-83f2-4318-bd06-1cce4d8563a5,cnidaria_agariciidae/2714457_45276518_eol-full-size-copy.jpg,c297697e650b2f09
chordata_bufonidae/8777749_1019250_eol-full-size-copy.jpg,cafc4c24-5561-4a6a-bf02-f60eb20f3503,chordata_bufonidae/29580794_1019250_eol-full-size-copy.jpg,8a67393c43f01fc3
chordata_percidae/2703001_211786_eol-full-size-copy.jpg,19c72e54-a03e-431e-afd8-856eb9d07184,chordata_percidae/21186963_211786_eol-full-size-copy.jpg,9c25b0cca21bd63f
arthropoda_platystictidae/29911930_132324_eol-full-size-copy.jpg,17e46474-53fb-4932-8bbb-de019e63ad8b,arthropoda_platystictidae/29911924_132324_eol-full-size-copy.jpg,e26f093ac29892f7
mollusca_unionidae/2744858_449459_eol-full-size-copy.jpg,3a1bc4f7-2265-417e-b381-19eb7ac00785,mollusca_unionidae/21566261_449459_eol-full-size-copy.jpg,efcfd438d061c131
chordata_fringillidae/2745969_45518969_eol-full-size-copy.jpg,14843fbd-791f-4c77-a59e-6dfdc2c9bd1f,chordata_fringillidae/22375388_45518969_eol-full-size-copy.jpg,a92823bd8d73b469
chordata_trochilidae/28755649_45512273_eol-full-size-copy.jpg,4baf8b58-4116-48ea-a811-1e4108ee231b,chordata_trochilidae/3078_45512273_eol-full-size-copy.jpg,a566929b4d6d6692
chordata_carcharhinidae/28755962_46559814_eol-full-size-copy.jpg,3991df92-c32f-4918-96e8-ac9c25a701fd,chordata_carcharhinidae/12240_46559814_eol-full-size-copy.jpg,edd4956c92639626
arthropoda_formicidae/29638459_476649_eol-full-size-copy.jpg,43bd570f-9c34-4895-9ead-956937f8ad30,arthropoda_formicidae/14608598_476649_eol-full-size-copy.jpg,9391b194ad5e1a2f
chordata_spheniscidae/2703530_45512084_eol-full-size-copy.jpg,b727f3d0-2ec6-4af1-a4a7-3cd54832650e,chordata_spheniscidae/28939533_45512084_eol-full-size-copy.jpg,cacd81cb1dbdc183
arthropoda_nymphalidae/21586626_152379_eol-full-size-copy.jpg,b83e7d16-a89d-4b55-8cae-f8e979a95051,arthropoda_nymphalidae/29698410_152379_eol-full-size-copy.jpg,da8638f5633a434e
chordata_anatidae/28743115_45513549_eol-full-size-copy.jpg,e0562a7f-9d80-4398-a39c-157b3252f6ff,chordata_anatidae/15598_45513549_eol-full-size-copy.jpg,bbc4983bc63cc1c3
chordata_pardalotidae/2755_45518587_eol-full-size-copy.jpg,28ea2080-c6d6-49c3-befd-e18ca8d6f30f,chordata_pardalotidae/28750248_45518587_eol-full-size-copy.jpg,a933d0ccc6173b69
chordata_hexanchidae/29652511_46560148_eol-full-size-copy.jpg,d7d613ba-c277-43a6-b0df-3400144e46fa,chordata_hexanchidae/14095163_46560148_eol-full-size-copy.jpg,be72c0d4a12d2b3b
chordata_scincidae/29680322_47047909_eol-full-size-copy.jpg,4b9ce9f9-b83f-4ab8-80e0-858c02759dd0,chordata_scincidae/29680317_47047909_eol-full-size-copy.jpg,afe0d40ff8612764
chordata_carcharhinidae/28758159_46559811_eol-full-size-copy.jpg,093f24b6-a66d-4df4-8b11-fb1906117d3d,chordata_carcharhinidae/6187_46559811_eol-full-size-copy.jpg,ff8c982de51d94c0
chordata_labridae/28940895_46571820_eol-full-size-copy.jpg,fb80ba2e-3a41-44a8-afc6-c1cd5827c74a,chordata_labridae/28940893_46571820_eol-full-size-copy.jpg,bf2fd094c46a6472
chordata_turdidae/10009_45510209_eol-full-size-copy.jpg,fe05aa7a-f4e7-468e-a066-ec054a8c7d02,chordata_turdidae/28754852_45510209_eol-full-size-copy.jpg,eb32966e089999d3
chordata_carcharhinidae/28741497_46559813_eol-full-size-copy.jpg,68d9c904-d259-40ac-8ffb-15138e711e4e,chordata_carcharhinidae/6301_46559813_eol-full-size-copy.jpg,fffa587ac0c4c484
chordata_serranidae/29467982_46579618_eol-full-size-copy.jpg,eca5a845-e23b-4146-9108-ea9b73470342,chordata_serranidae/14186539_46579618_eol-full-size-copy.jpg,fa953ac191c9c51e
chordata_mesitornithidae/13598619_915363_eol-full-size-copy.jpg,4707ca57-ff08-406d-8ac0-c1c408931c64,chordata_mesitornithidae/20288755_915363_eol-full-size-copy.jpg,e991c9e6ce266c92
chordata_turdidae/29658536_45510188_eol-full-size-copy.jpg,29cc6040-6af2-49ee-86ec-ab7d89793828,chordata_turdidae/15631_45510188_eol-full-size-copy.jpg,e8cc9732da6949c6
chordata_scolopacidae/8827_45513587_eol-full-size-copy.jpg,ad50bcf8-5f1d-44d4-9833-950fec0c7a68,chordata_scolopacidae/28744102_45513587_eol-full-size-copy.jpg,bd91c02c9ccb6fe0
chordata_diomedeidae/2647_45511277_eol-full-size-copy.jpg,9470b0d1-c077-41a1-ac09-6bfae0735e4f,chordata_diomedeidae/28768990_45511277_eol-full-size-copy.jpg,e33698496736934d
chordata_serranidae/14061435_46579700_eol-full-size-copy.jpg,f645928f-1708-4950-8e48-410c6ac799e4,chordata_serranidae/29603931_46579700_eol-full-size-copy.jpg,c4806fe496dd3d61
arthropoda_platystictidae/29911910_132324_eol-full-size-copy.jpg,2fe5be95-1beb-4a49-a65b-eccac01036a1,arthropoda_platystictidae/29911916_132324_eol-full-size-copy.jpg,e355facf54681a82
chordata_thraupidae/11819_1052882_eol-full-size-copy.jpg,f94d0582-019d-45bc-ab2b-8bcdb8413c67,chordata_thraupidae/28755022_1052882_eol-full-size-copy.jpg,aa49853c31a77ed8
chordata_rhacophoridae/14009197_1018932_eol-full-size-copy.jpg,27e6275c-f862-4fb5-8c92-226623fca12c,chordata_rhacophoridae/21051962_1018932_eol-full-size-copy.jpg,ca363feb027e9444
mollusca_unionidae/21566258_449459_eol-full-size-copy.jpg,fde9664b-b234-476c-96d9-091ff0acd57d,mollusca_unionidae/2744869_449459_eol-full-size-copy.jpg,a9d8b4c792c69acc
chordata_syngnathidae/22880325_46567809_eol-full-size-copy.jpg,a83d1f74-641c-4442-896c-d1868ac92528,chordata_syngnathidae/2719049_46567809_eol-full-size-copy.jpg,d17b4b329194f417
arthropoda_formicidae/29638461_476649_eol-full-size-copy.jpg,b619ab79-cf86-496f-8bd7-9b8bcae7ea19,arthropoda_formicidae/14608595_476649_eol-full-size-copy.jpg,9999da86264ecbd2
chordata_syngnathidae/2719077_46567809_eol-full-size-copy.jpg,b553e192-df30-47a5-abb8-02a6eb0b8d0f,chordata_syngnathidae/22880313_46567809_eol-full-size-copy.jpg,d62b72ae35c18974
chordata_thraupidae/28756613_1050315_eol-full-size-copy.jpg,f5703d2c-7e7b-4ecc-9122-533cb8a3564e,chordata_thraupidae/15460_1050315_eol-full-size-copy.jpg,b038c9c766739939
chordata_serranidae/30115213_46579619_eol-full-size-copy.jpg,e21237b9-778c-4eda-9ded-9563945cc6ff,chordata_serranidae/20345320_46579619_eol-full-size-copy.jpg,b4cbc53278b312dc
arthropoda_apidae/28260831_1065329_eol-full-size-copy.jpg,463489c8-f68f-486d-b7f5-bee697527b3a,arthropoda_apidae/28214390_1065290_eol-full-size-copy.jpg,bcc3c33ce3c33c18
chordata_psittaculidae/28749728_45518003_eol-full-size-copy.jpg,4d12a08b-dd89-47d1-85b4-4d99bb79e070,chordata_psittaculidae/15874_45518003_eol-full-size-copy.jpg,b832c3cd2ce24b6d
chordata_trochilidae/28755648_45512273_eol-full-size-copy.jpg,3f78b60b-2fe2-43f7-bcf9-d49afd0e17a8,chordata_trochilidae/2873_45512273_eol-full-size-copy.jpg,a1658d9e9a32356d
chordata_diplodactylidae/2738829_791386_eol-full-size-copy.jpg,ea8397bb-0d0e-424d-bc70-bba25aa546eb,chordata_diplodactylidae/22121763_791386_eol-full-size-copy.jpg,d45b617a93c4649e
chordata_anatidae/11912_45513549_eol-full-size-copy.jpg,c65b2494-9b3f-4f2c-a4c2-f24582823d6f,chordata_anatidae/28743113_45513549_eol-full-size-copy.jpg,e993c66c1c699396
chordata_psittaculidae/28747625_45517999_eol-full-size-copy.jpg,90a29784-e6f1-433a-825a-1cf01af5f798,chordata_psittaculidae/2504_45517999_eol-full-size-copy.jpg,b048c3b39ee43667
mollusca_unionidae/2744864_449459_eol-full-size-copy.jpg,8cda80d3-43ad-48fb-b5fd-91f739dfa428,mollusca_unionidae/21566254_449459_eol-full-size-copy.jpg,e196186553be5935
arthropoda_coenagrionidae/20710773_1001090_eol-full-size-copy.jpg,8a1045d6-010d-474d-b435-cb421fc00475,arthropoda_coenagrionidae/2729379_1001090_eol-full-size-copy.jpg,912abb167c0d1afa
chordata_bucerotidae/22930582_1227079_eol-full-size-copy.jpg,cdc4780c-cf26-4f2a-b0a1-d469d9c8bb6f,chordata_bucerotidae/22930579_1227079_eol-full-size-copy.jpg,d36dca2f9460906f
chordata_diplodactylidae/2738825_791386_eol-full-size-copy.jpg,19c62d14-5e1d-4223-b80e-d24d95a4c322,chordata_diplodactylidae/22121744_791386_eol-full-size-copy.jpg,d570643a9db64a69
chordata_diplodactylidae/2738830_791386_eol-full-size-copy.jpg,1a7ecd36-ea64-4628-9bf0-b8a0329475f8,chordata_diplodactylidae/22121747_791386_eol-full-size-copy.jpg,c725309caed2e1dc
arthropoda_coenagrionidae/2729386_1001090_eol-full-size-copy.jpg,d20010db-66d1-4a3f-bf83-1397a5dd4197,arthropoda_coenagrionidae/20710781_1001090_eol-full-size-copy.jpg,a04b972d1dbc91f2
chordata_anatidae/12126_45513542_eol-full-size-copy.jpg,e3175f2a-8437-4cf7-ad1e-d463d98379ab,chordata_anatidae/28742326_45513542_eol-full-size-copy.jpg,e1939e6c46b229e3
chordata_squatinidae/29878719_46560323_eol-full-size-copy.jpg,b3a413a0-c1ed-4832-ab2d-c2f63295c047,chordata_squatinidae/29878715_46560323_eol-full-size-copy.jpg,87953e4b742d423d
chordata_chaetodontidae/21543547_46578271_eol-full-size-copy.jpg,2679ae50-3ca7-4c46-95f7-acf04ebdc144,chordata_chaetodontidae/29932517_46578271_eol-full-size-copy.jpg,cf06f38f507fa082
chordata_sphyrnidae/12282119_46559948_eol-full-size-copy.jpg,df5b607b-49f5-4f42-9977-a5bd80a3e23b,chordata_sphyrnidae/30011664_46559948_eol-full-size-copy.jpg,8ccc3333d9cc6633
arthropoda_apidae/28408243_1065346_eol-full-size-copy.jpg,5af36e7e-6370-4acb-8796-cc70ef159ca8,arthropoda_apidae/28214522_1065290_eol-full-size-copy.jpg,bcc3c33cc3c33c31
chordata_rajidae/2746050_46560555_eol-full-size-copy.jpg,1f839d2e-6699-4523-a747-d7f2afbe2bf9,chordata_rajidae/20502105_46560555_eol-full-size-copy.jpg,ce6338dc2773811b
chordata_fringillidae/22375403_45518969_eol-full-size-copy.jpg,8117021d-a8ac-4c91-919b-98bd34aa6187,chordata_fringillidae/2745971_45518969_eol-full-size-copy.jpg,f2520a2425cf6deb
chordata_anatidae/28757065_45510585_eol-full-size-copy.jpg,8c4e18ef-de14-48cb-b949-282e61204372,chordata_anatidae/7041_45510585_eol-full-size-copy.jpg,fa90916fc23b2ec8
chordata_spheniscidae/2703531_45512084_eol-full-size-copy.jpg,826f2e96-1221-4886-bf5f-a9ecd2a90e71,chordata_spheniscidae/21012864_45512084_eol-full-size-copy.jpg,8d2523b1ff4bc407
chordata_falconidae/13597480_45512605_eol-full-size-copy.jpg,c28a8d51-122e-4fda-b8f3-a875d99b7136,chordata_falconidae/20258964_45512605_eol-full-size-copy.jpg,a4e95b9dc174ac46
chordata_pristidae/28767468_46560360_eol-full-size-copy.jpg,a8606217-dab6-4f3d-91f1-7d3987dec6bb,chordata_pristidae/6203_46560360_eol-full-size-copy.jpg,ab3334d4c4cccbc9
chordata_carcharhinidae/6261_46559811_eol-full-size-copy.jpg,b1d2144c-ca89-499a-abcf-8361ac99ff5e,chordata_carcharhinidae/29347800_46559811_eol-full-size-copy.jpg,eb3991e1e5c4c692
mollusca_unionidae/21566255_449459_eol-full-size-copy.jpg,6942df72-9e36-4487-97a4-837c7f49f909,mollusca_unionidae/2744863_449459_eol-full-size-copy.jpg,b6f8d842663a761a
chordata_delphinidae/21286849_46559300_eol-full-size-copy.jpg,6bbdb752-d6c9-4359-a763-708fc9975804,chordata_delphinidae/8825712_46559300_eol-full-size-copy.jpg,cf90b06a8fd4706b
chordata_scolopacidae/14406_45513587_eol-full-size-copy.jpg,487d3153-8882-4a06-b507-df6a791c3a73,chordata_scolopacidae/28744104_45513587_eol-full-size-copy.jpg,e5b39b984964b6c2
arthropoda_platystictidae/29911914_132324_eol-full-size-copy.jpg,b89f79aa-f8bc-4b24-98d2-1ff2997d3921,arthropoda_platystictidae/29911938_132324_eol-full-size-copy.jpg,aa6ed6299a55922b
chordata_diplodactylidae/2738826_791386_eol-full-size-copy.jpg,2cce9ea7-c22e-4167-b936-6329d6ba2d29,chordata_diplodactylidae/22121759_791386_eol-full-size-copy.jpg,95df7032d2c7602e
chordata_spheniscidae/14091616_45512084_eol-full-size-copy.jpg,bd30abc1-2bbe-4ee9-bed4-d49339be1dfd,chordata_spheniscidae/21012861_45512084_eol-full-size-copy.jpg,eca79d5aea3104a6
chordata_sphyrnidae/28769269_46559948_eol-full-size-copy.jpg,629a5e70-852e-415f-b56d-326cc826e626,chordata_sphyrnidae/6273_46559948_eol-full-size-copy.jpg,fe3e90c181272fa6
chordata_psittacidae/28754508_45510832_eol-full-size-copy.jpg,711fc90d-d997-4429-9b8b-deacf591425e,chordata_psittacidae/3737_45510832_eol-full-size-copy.jpg,a4669b9934674e3c
chordata_procellariidae/20683881_1049466_eol-full-size-copy.jpg,e86239a8-3cd3-4d01-a826-bc62da632591,chordata_procellariidae/13599739_1049466_eol-full-size-copy.jpg,96cba9345859b627
chordata_anatidae/3857_45513542_eol-full-size-copy.jpg,1e1f07c3-e9db-4e16-bfb1-bb8933f3c20b,chordata_anatidae/28742318_45513542_eol-full-size-copy.jpg,f9d3c66ca733180c
chordata_cacatuidae/2770085_45511260_eol-full-size-copy.jpg,368a52bc-0593-4f28-9b8d-500253af62a4,chordata_cacatuidae/21303698_45511260_eol-full-size-copy.jpg,9a3626b8668e3adc
chordata_serranidae/20345313_46579619_eol-full-size-copy.jpg,6b3f87b7-1cf7-4c18-93d7-5586f5e2ef95,chordata_serranidae/30115215_46579619_eol-full-size-copy.jpg,f7889922dd47c217
arthropoda_formicidae/14668790_620300_eol-full-size-copy.jpg,eedb9249-996a-4e87-aa4a-25150fd5aca8,arthropoda_formicidae/28918234_620300_eol-full-size-copy.jpg,919b13d829765acb
chordata_turdidae/28763198_45510188_eol-full-size-copy.jpg,ea5e1a6a-6a03-4262-b55a-71562e98ecb0,chordata_turdidae/11923_45510188_eol-full-size-copy.jpg,f5118e6d6692396c
chordata_fringillidae/22375387_45518969_eol-full-size-copy.jpg,63772f53-0d58-4ada-85a2-5166af2e6703,chordata_fringillidae/2745974_45518969_eol-full-size-copy.jpg,c4d85b4b2c2db5d1
